loadingOrder,timestamp,longitude,latitude,carrierName,vesselMMSI,onboardDate,ETA,creatDate
CF946210847851,2019-04-02T02:42:28.000Z,138.47106200000002,40.278787,OIEQNT,R5480015614,2019/04/02  02:42:28,2019/04/26  01:11:23,2020/06/18  21:15:16
CF946210847851,2019-04-02T02:59:28.000Z,138.552168,40.327785,OIEQNT,R5480015614,2019/04/02  02:42:28,2019/04/26  01:11:23,2020/06/18  21:15:16
CF946210847851,2019-04-02T03:07:28.000Z,138.58825,40.352542,OIEQNT,R5480015614,2019/04/02  02:42:28,2019/04/26  01:11:23,2020/06/18  21:15:16
CF946210847851,2019-04-02T03:43:28.000Z,138.751325,40.459447,OIEQNT,R5480015614,2019/04/02  02:42:28,2019/04/26  01:11:23,2020/06/18  21:15:16
CF946210847851,2019-04-02T04:29:28.000Z,138.969782,40.581485,OIEQNT,R5480015614,2019/04/02  02:42:28,2019/04/26  01:11:23,2020/06/18  21:15:16
CF946210847851,2019-04-02T04:41:28.000Z,139.023647,40.617033,OIEQNT,R5480015614,2019/04/02  02:42:28,2019/04/26  01:11:23,2020/06/18  21:15:16
CF946210847851,2019-04-02T04:49:28.000Z,139.05975,40.641672,OIEQNT,R5480015614,2019/04/02  02:42:28,2019/04/26  01:11:23,2020/06/18  21:15:16
CF946210847851,2019-04-02T04:53:28.000Z,139.077772,40.654002,OIEQNT,R5480015614,2019/04/02  02:42:28,2019/04/26  01:11:23,2020/06/18  21:15:16
CF946210847851,2019-04-02T05:13:28.000Z,139.17102,40.710698,OIEQNT,R5480015614,2019/04/02  02:42:28,2019/04/26  01:11:23,2020/06/18  21:15:16
CF946210847851,2019-04-02T05:17:28.000Z,139.190528,40.720732,OIEQNT,R5480015614,2019/04/02  02:42:28,2019/04/26  01:11:23,2020/06/18  21:15:16
CF946210847851,2019-04-02T05:37:28.000Z,139.287605,40.77042,OIEQNT,R5480015614,2019/04/02  02:42:28,2019/04/26  01:11:23,2020/06/18  21:15:16
