loadingOrder,timestamp,longitude,latitude,carrierName,vesselMMSI,onboardDate,ETA,creatDate
GI680664925039,2019-05-25T09:53:28.000Z,113.895992,22.38374,UQCRKD,U3723243099,2019/05/25  09:53:28,2019/06/22  18:32:00,2020/06/18  20:08:34
GI680664925039,2019-05-25T09:54:28.000Z,113.89759,22.379927,UQCRKD,U3723243099,2019/05/25  09:53:28,2019/06/22  18:32:00,2020/06/18  20:08:34
GI680664925039,2019-05-25T09:55:28.000Z,113.899245,22.37608,UQCRKD,U3723243099,2019/05/25  09:53:28,2019/06/22  18:32:00,2020/06/18  20:08:34
GI680664925039,2019-05-25T09:56:28.000Z,113.901003,22.372188,UQCRKD,U3723243099,2019/05/25  09:53:28,2019/06/22  18:32:00,2020/06/18  20:08:34
GI680664925039,2019-05-25T09:57:38.000Z,113.903628,22.368093,UQCRKD,U3723243099,2019/05/25  09:53:28,2019/06/22  18:32:00,2020/06/18  20:08:34
GI680664925039,2019-05-25T10:02:28.000Z,113.920338,22.357037,UQCRKD,U3723243099,2019/05/25  09:53:28,2019/06/22  18:32:00,2020/06/18  20:08:34
GI680664925039,2019-05-25T10:05:28.000Z,113.93218799999998,22.351427,UQCRKD,U3723243099,2019/05/25  09:53:28,2019/06/22  18:32:00,2020/06/18  20:08:34
GI680664925039,2019-05-25T10:05:58.000Z,113.93426200000002,22.350627,UQCRKD,U3723243099,2019/05/25  09:53:28,2019/06/22  18:32:00,2020/06/18  20:08:34
GI680664925039,2019-05-25T10:06:28.000Z,113.936333,22.34981,UQCRKD,U3723243099,2019/05/25  09:53:28,2019/06/22  18:32:00,2020/06/18  20:08:34
GI680664925039,2019-05-25T10:06:58.000Z,113.938438,22.349127,UQCRKD,U3723243099,2019/05/25  09:53:28,2019/06/22  18:32:00,2020/06/18  20:08:34
GI680664925039,2019-05-25T10:10:58.000Z,113.954197,22.345407,UQCRKD,U3723243099,2019/05/25  09:53:28,2019/06/22  18:32:00,2020/06/18  20:08:34
GI680664925039,2019-05-25T10:11:28.000Z,113.955878,22.345043,UQCRKD,U3723243099,2019/05/25  09:53:28,2019/06/22  18:32:00,2020/06/18  20:08:34
GI680664925039,2019-05-25T10:11:58.000Z,113.95754,22.34468,UQCRKD,U3723243099,2019/05/25  09:53:28,2019/06/22  18:32:00,2020/06/18  20:08:34
GI680664925039,2019-05-25T10:14:08.000Z,113.964147,22.343313,UQCRKD,U3723243099,2019/05/25  09:53:28,2019/06/22  18:32:00,2020/06/18  20:08:34
GI680664925039,2019-05-25T10:14:28.000Z,113.965145,22.343165,UQCRKD,U3723243099,2019/05/25  09:53:28,2019/06/22  18:32:00,2020/06/18  20:08:34
GI680664925039,2019-05-25T10:14:58.000Z,113.966682,22.34314,UQCRKD,U3723243099,2019/05/25  09:53:28,2019/06/22  18:32:00,2020/06/18  20:08:34
GI680664925039,2019-05-25T10:16:08.000Z,113.970515,22.343542000000006,UQCRKD,U3723243099,2019/05/25  09:53:28,2019/06/22  18:32:00,2020/06/18  20:08:34
GI680664925039,2019-05-25T10:17:08.000Z,113.974153,22.344103,UQCRKD,U3723243099,2019/05/25  09:53:28,2019/06/22  18:32:00,2020/06/18  20:08:34
GI680664925039,2019-05-25T10:18:48.000Z,113.980818,22.345033,UQCRKD,U3723243099,2019/05/25  09:53:28,2019/06/22  18:32:00,2020/06/18  20:08:34
GI680664925039,2019-05-25T10:18:58.000Z,113.981528,22.345067,UQCRKD,U3723243099,2019/05/25  09:53:28,2019/06/22  18:32:00,2020/06/18  20:08:34
GI680664925039,2019-05-25T10:20:48.000Z,113.98983,22.345167,UQCRKD,U3723243099,2019/05/25  09:53:28,2019/06/22  18:32:00,2020/06/18  20:08:34
GI680664925039,2019-05-25T10:21:48.000Z,113.994773,22.345173000000006,UQCRKD,U3723243099,2019/05/25  09:53:28,2019/06/22  18:32:00,2020/06/18  20:08:34
GI680664925039,2019-05-25T10:23:48.000Z,114.005017,22.345158,UQCRKD,U3723243099,2019/05/25  09:53:28,2019/06/22  18:32:00,2020/06/18  20:08:34
