loadingOrder,change_ship,label,leave_port_lat,leave_port_lon,des_port_lat,des_port_lon
MB706351593767,0,303805.0,22.559462,113.86305800000001,1.3031409999999999,103.70461999999999
IE544216490304,0,343391.0,22.559462,113.86305800000001,14.603682999999998,120.972872
QM323255652092,0,320138.0,22.559462,113.86305800000001,13.756824,121.046856
FL572125632829,0,793505.0,22.559462,113.86305800000001,6.984864999999999,79.891802
VY661765425446,0,615181.0,22.559462,113.86305800000001,-7.221265,112.73161699999999
MY579868587070,0,446539.0,22.559462,113.86305800000001,13.079153,100.88608
YT520890791793,0,407693.0,22.5777,114.275347,10.283164,123.87475
QM963738755945,0,360504.0,22.559462,113.86305800000001,3.034709,101.361204
WT127125162195,0,355683.0,22.559462,113.86305800000001,-6.119484,106.881179
PT540805288465,0,362077.0,22.5777,114.275347,-23.954513000000002,-46.28402
KB920490233415,0,614449.0,22.559462,113.86305800000001,7.072288,125.612734
UL306642836112,0,462345.0,22.559462,113.86305800000001,-6.119484,106.881179
HQ112150767518,0,324319.0,22.559462,113.86305800000001,1.3031409999999999,103.70461999999999
JC763139879296,0,355683.0,22.559462,113.86305800000001,-6.119484,106.881179
PW570329018547,0,410744.0,22.559462,113.86305800000001,13.079153,100.88608
JJ645695536473,0,275380.0,22.5777,114.275347,16.85484,96.190748
SY152630192981,0,479181.00000000006,22.246522,114.167519,35.616509,139.792252
GY731588241161,0,442378.0,22.559462,113.86305800000001,-6.119484,106.881179
UE642087694049,0,389238.0,22.559462,113.86305800000001,33.842612,130.505929
LO214687124453,0,344635.0,22.559462,113.86305800000001,10.818463000000001,106.658825
OF471991268398,0,370239.0,22.559462,113.86305800000001,-6.119484,106.881179
RR896785252905,0,630136.0,22.5777,114.275347,51.963177,1.313896
ZZ907366774129,0,376507.0,22.559462,113.86305800000001,3.034709,101.361204
SC290070022304,0,352757.0,22.559462,113.86305800000001,3.034709,101.361204
KB868664377758,0,402032.0,22.559462,113.86305800000001,-6.119484,106.881179
HK995867091553,0,438032.0,22.559462,113.86305800000001,35.616509,139.792252
EQ478370210983,0,292098.0,22.559462,113.86305800000001,1.3031409999999999,103.70461999999999
DW924803149427,0,449709.0,22.559462,113.86305800000001,-7.221265,112.73161699999999
MK431150938000,0,316542.0,22.559462,113.86305800000001,13.079153,100.88608
VF999001272060,0,328410.0,22.559462,113.86305800000001,1.3031409999999999,103.70461999999999
YJ366317994968,0,272038.0,22.559462,113.86305800000001,1.3031409999999999,103.70461999999999
XH442709881813,0,295853.0,22.538085,113.8702,1.3031409999999999,103.70461999999999
IE191998955437,0,381301.0,22.559462,113.86305800000001,37.461975,126.62145100000001
MM809940344095,0,396565.0,22.246522,114.167519,14.603682999999998,120.972872
PH376868022770,0,360504.0,22.559462,113.86305800000001,3.034709,101.361204
EX761517341818,0,369039.0,22.559462,113.86305800000001,-6.119484,106.881179
YS447099608891,0,543671.0,22.457789000000002,113.89657199999999,-7.2018960000000005,112.63698600000001
PL209788792725,0,337382.0,22.5777,114.275347,1.3031409999999999,103.70461999999999
ZL763311701873,0,390376.0,22.559462,113.86305800000001,13.079153,100.88608
RO102809130942,0,258848.00000000003,22.559462,113.86305800000001,13.756824,121.046856
CQ234651204115,0,462345.0,22.559462,113.86305800000001,-6.119484,106.881179
ET704807106196,0,381636.0,22.559462,113.86305800000001,3.034709,101.361204
CC242491774657,0,390998.0,22.559462,113.86305800000001,33.590342,130.441447
YW477285085013,0,376507.0,22.559462,113.86305800000001,3.034709,101.361204
SN737064354439,0,384441.0,22.559462,113.86305800000001,3.034709,101.361204
DM400552063162,0,568717.0,22.559462,113.86305800000001,14.584285000000001,120.967396
RC425853454309,0,550908.0,22.559462,113.86305800000001,13.079153,100.88608
RM160884392122,0,295853.0,22.538085,113.8702,1.3031409999999999,103.70461999999999
DO872158183238,0,387696.0,22.559462,113.86305800000001,-6.119484,106.881179
TO370974985654,0,588139.0,22.559462,113.86305800000001,7.072288,125.612734
PR144274058527,0,282254.0,22.559462,113.86305800000001,1.3031409999999999,103.70461999999999
DR477466407572,0,694527.0,22.5777,114.275347,-23.954513000000002,-46.28402
MV304895720671,0,287316.0,22.559462,113.86305800000001,1.3031409999999999,103.70461999999999
ZE363048874192,0,463301.0,22.559462,113.86305800000001,-6.119484,106.881179
GJ558877519499,0,407509.0,22.559462,113.86305800000001,13.079153,100.88608
GI396680381285,0,409427.0,22.5777,114.275347,1.3031409999999999,103.70461999999999
NG391200759656,0,377686.0,22.559462,113.86305800000001,-6.119484,106.881179
EV347922791698,0,393075.0,22.559462,113.86305800000001,-6.119484,106.881179
AL466968627958,0,355285.0,22.559462,113.86305800000001,3.034709,101.361204
HN958702769555,0,348776.0,22.559462,113.86305800000001,37.461975,126.62145100000001
ZG435734700896,0,444093.0,22.559462,113.86305800000001,13.721708999999999,100.710983
OU688585665627,0,457178.0,22.419915,114.13970900000001,-6.119484,106.881179
OW961332479717,0,356149.0,22.559462,113.86305800000001,3.034709,101.361204
JE449414718912,0,299569.0,22.559462,113.86305800000001,14.603682999999998,120.972872
LE969768341318,0,418215.0,22.246522,114.167519,35.616509,139.792252
JJ607864291760,0,480142.00000000006,22.246522,114.167519,35.616509,139.792252
DZ975511658672,0,282582.0,22.559462,113.86305800000001,37.461975,126.62145100000001
EK181322475226,0,370239.0,22.559462,113.86305800000001,-6.119484,106.881179
RS980347214268,0,435679.0,22.559462,113.86305800000001,13.079153,100.88608
ND857190252093,0,295022.0,22.559462,113.86305800000001,13.756824,121.046856
ZE122097209790,0,372678.0,22.559462,113.86305800000001,3.034709,101.361204
PP225550292652,0,272038.0,22.559462,113.86305800000001,1.3031409999999999,103.70461999999999
PO334755505294,0,261241.00000000003,22.559462,113.86305800000001,37.461975,126.62145100000001
SF645503494459,0,696609.0,22.559462,113.86305800000001,13.721708999999999,100.710983
BS333170709854,0,390684.0,22.559462,113.86305800000001,-6.119484,106.881179
UW156306915277,0,390707.0,22.559462,113.86305800000001,13.721708999999999,100.710983
HV870320124506,0,876834.0,22.559462,113.86305800000001,18.936253,72.93839
YO848807571996,0,435679.0,22.559462,113.86305800000001,13.079153,100.88608
JR219437154538,0,474157.00000000006,22.246522,114.167519,3.034709,101.361204
OU578618568506,0,422230.0,22.419915,114.13970900000001,3.034709,101.361204
DR463466294577,0,398064.0,22.559462,113.86305800000001,13.721708999999999,100.710983
RC387824687129,0,356149.0,22.559462,113.86305800000001,3.034709,101.361204
BQ768979396166,0,352891.0,22.559462,113.86305800000001,3.034709,101.361204
FE417526260475,0,415025.0,22.559462,113.86305800000001,35.616509,139.792252
NK575202241029,0,531773.0,22.559462,113.86305800000001,-6.119484,106.881179
GU113250238711,0,316542.0,22.559462,113.86305800000001,13.079153,100.88608
OL426028947438,0,388411.0,22.559462,113.86305800000001,35.689487,139.691706
NJ149227318567,0,345165.0,22.5777,114.275347,1.3031409999999999,103.70461999999999
JN223062674493,0,760227.0,22.5777,114.275347,16.85484,96.190748
BJ798843956956,0,360973.0,22.559462,113.86305800000001,3.034709,101.361204
QD237028500120,0,762072.0,22.559462,113.86305800000001,6.984864999999999,79.891802
FF612996174538,0,600180.0,22.5777,114.275347,49.490140000000004,0.204605
MX763238608538,0,356149.0,22.559462,113.86305800000001,3.034709,101.361204
XD889733494698,0,349247.0,22.246522,114.167519,35.616509,139.792252
PR878713137932,0,680738.0,22.559462,113.86305800000001,-29.868304,31.050079999999998
KP203048359956,0,392142.0,22.246522,114.167519,35.616509,139.792252
XN151216401658,0,589298.0,22.559462,113.86305800000001,7.072288,125.612734
GV257619469712,0,371930.0,22.559462,113.86305800000001,3.034709,101.361204
LG250603758877,0,388355.0,22.559462,113.86305800000001,-6.119484,106.881179
TS727001862141,0,424534.0,22.559462,113.86305800000001,13.079153,100.88608
WD873547366429,0,386659.0,22.559462,113.86305800000001,-6.119484,106.881179
SN946465747218,0,376070.0,22.5777,114.275347,10.888632000000001,103.400193
KI531689507653,0,646241.0,22.559462,113.86305800000001,6.984864999999999,79.891802
WW739247536307,0,442378.0,22.559462,113.86305800000001,-6.119484,106.881179
CW119311387638,0,292968.0,22.538085,113.8702,1.3031409999999999,103.70461999999999
UP661991606307,0,382177.0,22.559462,113.86305800000001,-7.221265,112.73161699999999
IV654796470673,0,377343.0,22.559462,113.86305800000001,-6.119484,106.881179
NV426514353769,0,378760.0,22.559462,113.86305800000001,-6.119484,106.881179
VZ630825757499,0,285932.0,22.559462,113.86305800000001,37.461975,126.62145100000001
