loadingOrder,change_ship,label,leave_port_lat,leave_port_lon,des_port_lat,des_port_lon
PQ186305923347,0,1960418.0000000002,22.559462,113.86305800000001,-29.868304,31.050079999999998
BS916375459678,0,2082608.0000000002,22.5777,114.275347,19.085960999999998,-104.305571
RA145984129113,0,2047898.0000000002,22.559462,113.86305800000001,39.460366,-0.327021
ZE638181138796,0,2099785.0,22.5777,114.275347,50.790419,-1.121292
RM476558900490,0,1978656.0000000002,22.5777,114.275347,51.90936,4.6026739999999995
CG363250333447,0,1418590.0,22.559462,113.86305800000001,24.766207,67.32748000000001
GA902313220533,0,2098821.0,22.5777,114.275347,51.90936,4.6026739999999995
OB800931882499,0,1454142.0,22.559462,113.86305800000001,24.865576,66.96804
HB361027599463,0,1279059.0,22.5777,114.275347,49.312003999999995,-123.103178
BE937061660189,0,1257209.0,22.559462,113.86305800000001,-20.148059,57.496988
CH896548921361,0,1715932.0,22.559462,113.86305800000001,-29.868304,31.050079999999998
CP747220227365,0,2012571.0000000002,22.5777,114.275347,39.460366,-0.327021
UY914957233589,0,1301439.0,22.559462,113.86305800000001,25.016735,51.613474
MU613027569718,1,1810488.0,22.5777,114.275347,-25.954165,32.557396999999995
FY755276312582,0,2014805.0000000002,22.5777,114.275347,-23.954513000000002,-46.28402
KN906339245817,0,1820473.0,22.246522,114.167519,19.085960999999998,-104.305571
RO173823938360,0,1945652.0000000002,22.5777,114.275347,9.352609,-79.88299
FW251525989060,1,1970006.0000000002,22.559462,113.86305800000001,4.2199,73.537678
UY338065186287,0,1957853.0000000002,22.5777,114.275347,51.90936,4.6026739999999995
RQ666569837697,0,1306858.0,22.559462,113.86305800000001,25.022073000000002,55.04979
RX267601689579,0,1608345.0,22.559462,113.86305800000001,40.7739,29.748835999999997
AR152962358295,0,1604777.0,22.559462,113.86305800000001,24.774487,67.333229
QI828093862718,0,1724370.0,22.5777,114.275347,50.790419,-1.121292
FT380275135671,0,1956801.0000000002,22.5777,114.275347,51.90936,4.6026739999999995
YX979146501979,0,1452521.0,22.559462,113.86305800000001,24.774487,67.333229
IJ398640055163,0,1219329.0,-23.954513000000002,-46.28402,22.419915,114.13970900000001
OP767915428431,0,1933742.0000000002,22.559462,113.86305800000001,-29.868304,31.050079999999998
SW266029525081,0,1867168.0,22.559462,113.86305800000001,19.085960999999998,-104.305571
KS515144357063,0,1397115.0,22.5777,114.275347,-12.030142999999999,-77.13264699999999
NV620442109880,0,1121825.0,22.694213,113.653433,25.022073000000002,55.04979
FI677133046363,0,1935313.0000000002,22.5777,114.275347,51.90936,4.6026739999999995
KO438380651709,0,2020027.0000000002,22.5777,114.275347,39.44227,-0.320304
II118964664345,0,2036393.0000000002,22.5777,114.275347,51.90936,4.6026739999999995
WT146537486428,0,1282840.0,22.5777,114.275347,22.304439000000002,91.79332099999999
BP967696339785,0,1634402.0,22.559462,113.86305800000001,-29.868304,31.050079999999998
FU681409022683,0,1226585.0,22.5777,114.275347,-34.627862,-58.35677
AY143679328090,0,1219573.0,22.5777,114.275347,49.312003999999995,-123.103178
VL177070718278,0,1485316.0,22.559462,113.86305800000001,31.265289000000003,32.301866
OK972599554930,0,1226585.0,22.5777,114.275347,-23.954513000000002,-46.28402
QI779825270116,0,2098821.0,22.5777,114.275347,51.90936,4.6026739999999995
IF325078954863,0,1230158.0,22.5777,114.275347,22.304439000000002,91.79332099999999
HT658329240841,1,1418421.0,22.559462,113.86305800000001,22.304439000000002,91.79332099999999
UF728511304941,0,1132920.0,22.559462,113.86305800000001,18.936253,72.93839
FI761775247280,0,1996590.0000000002,22.5777,114.275347,51.90936,4.6026739999999995
VV160900841863,0,1950008.0000000002,22.559462,113.86305800000001,-29.868304,31.050079999999998
KF807747037029,0,1531258.0,22.559462,113.86305800000001,25.016735,51.613474
ZW759043853748,0,1437848.0,22.559462,113.86305800000001,-36.844873,174.78561399999998
RD379267952868,1,1346084.0,22.559462,113.86305800000001,35.08325,128.759028
BJ650850193087,1,2074083.0000000002,22.5777,114.275347,-25.954165,32.557396999999995
IH364212131799,0,1139269.0,22.559462,113.86305800000001,18.936253,72.93839
WJ965509671829,0,1122813.0,22.694213,113.653433,25.022073000000002,55.04979
VY768779321347,0,1765599.0,22.5777,114.275347,-23.954513000000002,-46.28402
LF383636262463,0,1635679.0,22.559462,113.86305800000001,19.085960999999998,-104.305571
OB323698392257,0,2007332.0000000002,22.5777,114.275347,-12.030142999999999,-77.13264699999999
CB711652249394,0,1850296.0,22.5777,114.275347,51.963177,1.313896
IS637030548639,0,2029182.0000000002,22.5777,114.275347,51.90936,4.6026739999999995
GZ343990621554,0,2060767.0000000002,22.5777,114.275347,51.963177,1.313896
PV850681592785,0,1160825.0,22.559462,113.86305800000001,18.936253,72.93839
UT673640314306,0,1450098.0,22.559462,113.86305800000001,-29.868304,31.050079999999998
CX968715774899,0,1482836.0,22.559462,113.86305800000001,25.016735,51.613474
YE372388311664,0,1130005.0,22.559462,113.86305800000001,25.022073000000002,55.04979
EX727266828897,0,1483379.0,22.559462,113.86305800000001,25.016735,51.613474
SS638517288145,0,1363945.0,22.5777,114.275347,49.490140000000004,0.204605
IK797423527351,0,2062733.0000000002,22.5777,114.275347,51.90936,4.6026739999999995
LK604434668413,0,1269222.0,22.559462,113.86305800000001,25.022073000000002,55.04979
SX331412525299,0,2086437.0000000002,22.559462,113.86305800000001,45.537061,13.728527
KQ942430013265,0,1485316.0,22.559462,113.86305800000001,31.265289000000003,32.301866
YB959900670085,0,1196049.0,22.5777,114.275347,19.085960999999998,-104.305571
ZX960013537807,0,1337651.0,22.559462,113.86305800000001,-29.868304,31.050079999999998
LD686697759074,0,1143508.0,22.559462,113.86305800000001,18.936253,72.93839
AL276668060219,0,1276500.0,22.559462,113.86305800000001,22.304439000000002,91.79332099999999
EJ961228308724,0,1156305.0,22.559462,113.86305800000001,18.936253,72.93839
ML425354240037,0,2081518.0000000002,22.5777,114.275347,44.40565,8.946256
TE154708148090,1,1840665.0,22.559462,113.86305800000001,24.774487,67.333229
OP747240907344,1,1882653.0000000002,22.5777,114.275347,22.533051999999998,88.27826999999999
TY204742657227,0,1964339.0000000002,22.559462,113.86305800000001,-29.868304,31.050079999999998
BD203889869580,0,2029767.0000000002,22.5777,114.275347,19.085960999999998,-104.305571
QU523304161582,0,2018470.0000000002,22.5777,114.275347,39.460366,-0.327021
PC148236393520,0,1156695.0,22.559462,113.86305800000001,18.936253,72.93839
YZ170828054813,0,2085699.0000000002,22.5777,114.275347,51.963177,1.313896
JE192911575630,0,1329327.0,22.559462,113.86305800000001,45.323482,14.440479000000002
YT346269223236,0,1917128.0000000002,22.5777,114.275347,8.537981,-80.782127
NZ120127846538,0,1320422.0,22.559462,113.86305800000001,24.774487,67.333229
BC931820921635,0,1931476.0000000002,22.5777,114.275347,39.460366,-0.327021
WU693562483773,1,1563345.0,22.559462,113.86305800000001,22.304439000000002,91.79332099999999
SG669393688550,0,2098821.0,22.5777,114.275347,51.90936,4.6026739999999995
UZ490443174716,0,1770149.0,22.559462,113.86305800000001,-29.868304,31.050079999999998
YD682574177078,0,1630578.0,22.559462,113.86305800000001,22.304439000000002,91.79332099999999
CF429913847395,0,2085699.0000000002,22.5777,114.275347,51.963177,1.313896
KP788254812861,0,2073942.0000000002,22.5777,114.275347,19.085960999999998,-104.305571
SP858706716261,0,1974804.0000000002,22.5777,114.275347,51.90936,4.6026739999999995
AQ849026241942,1,1739865.0,22.5777,114.275347,18.561367999999998,-72.343111
OD896884460106,0,1920808.0000000002,22.5777,114.275347,51.90936,4.6026739999999995
DD233473422625,0,1981499.0000000002,22.559462,113.86305800000001,19.085960999999998,-104.305571
YQ433109102150,0,2026736.0000000002,22.5777,114.275347,50.790419,-1.121292
CI453502462535,0,2025260.0000000002,22.5777,114.275347,9.354559,-79.897503
LB292846813014,0,1985579.0000000002,22.559462,113.86305800000001,-29.868304,31.050079999999998
DM792819761778,0,1399848.0,22.5777,114.275347,19.085960999999998,-104.305571
UM925334112728,0,1997363.0000000002,22.5777,114.275347,51.963177,1.313896
GJ732089100892,0,1872243.0000000002,22.559462,113.86305800000001,-29.868304,31.050079999999998
MK843899943552,0,2036393.0000000002,22.5777,114.275347,51.90936,4.6026739999999995
VH500089957108,0,1343375.0,22.559462,113.86305800000001,24.774487,67.333229
MM490741134383,0,1956801.0000000002,22.5777,114.275347,51.90936,4.6026739999999995
PV473627405424,0,2071418.0000000002,22.5777,114.275347,51.963177,1.313896
